rcn	reference	acronym	status	programme	topics	startDate	endDate	totalCost	ecMaxContribution	call	fundingScheme	coordinator	coordinatorCountry	numOrg	totalContrib
197340	671563	Flex5Gware	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2017-07-01	7993586,25	7993585,25	H2020-ICT-2014-2	RIA	INTEL MOBILE COMMUNICATIONS GMBH	DE	 17	7993585,25
197341	671566	SUPERFLUIDITY	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-01-01	7894615,00	7894614,00	H2020-ICT-2014-2	RIA	CONSORZIO NAZIONALE INTERUNIVERSITARIO PER LE TELECOMUNICAZIONI	IT	 18	7894614,00
197342	671584	5G NORMA	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-01-01	7921868,75	7921868,75	H2020-ICT-2014-2	RIA	NOKIA SOLUTIONS AND NETWORKS MANAGEMENT INTERNATIONAL GMBH	DE	 15	7921868,75
197343	671596	SESAME	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-01-01	8206933,75	7488433,75	H2020-ICT-2014-2	RIA	HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A. - OTE AE (ORGANISMOS TILEPIKOINONION TIS ELLADOS OTE AE)	EL	 18	7488433,75
197344	671598	Xhaul	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-01-01	8352271,25	7942521,00	H2020-ICT-2014-2	RIA	UNIVERSIDAD CARLOS III DE MADRID	ES	 21	7942521,00
197345	671625	CogNet	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-01-01	5972820,00	5972819,75	H2020-ICT-2014-2	RIA	WATERFORD INSTITUTE OF TECHNOLOGY	IE	 11	5972819,75
197346	671636	5GEx	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-10-01	2018-04-01	10008733,75	7921094,88	H2020-ICT-2014-2	IA	ERICSSON MAGYARORSZAG KOMMUNIKACIOS RENDSZEREK K.F.T.	HU	 18	7921094,88
197347	671639	COHERENT	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-01-01	6024299,00	6024299,00	H2020-ICT-2014-2	RIA	Teknologian tutkimuskeskus VTT Oy	FI	 14	6024299,00
197348	671648	VirtuWind	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-07-01	6344330,00	4874899,50	H2020-ICT-2014-2	IA	SIEMENS AKTIENGESELLSCHAFT	DE	 9	4874899,50
197349	671672	SELFNET	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-07-01	6866496,25	6866496,00	H2020-ICT-2014-2	RIA	EURESCOM-EUROPEAN INSTITUTE FOR RESEARCH AND STRATEGIC STUDIES IN TELECOMMUNICATIONS GMBH	DE	 12	6866496,00
197350	671704	CHARISMA	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-01-01	5892245,00	5892245,00	H2020-ICT-2014-2	RIA	FUNDACIO PRIVADA I2CAT, INTERNET I INNOVACIO DIGITAL A CATALUNYA	ES	 13	5892245,00
197351	671650	mmMAGIC	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2017-07-01	8165085,00	8165084,00	H2020-ICT-2014-2	RIA	SAMSUNG ELECTRONICS (UK) LIMITED	UK	 19	8165084,00
197352	671705	SPEED-5G	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2018-01-01	5662382,25	5612382,00	H2020-ICT-2014-2	RIA	SISTELBANDA SA	ES	 10	5612382,00
197353	671660	FANTASTIC-5G	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2017-07-01	7986858,75	7986858,00	H2020-ICT-2014-2	RIA	ALCATEL-LUCENT DEUTSCHLAND AG	DE	 18	7986858,00
197354	672570	MammaPrint	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2014	2015-07-01	2017-07-01	4079907,00	4079907,00	H2020-SMEINST-2-2014	SME-2	Agendia NV	NL	 1	4079907,00
197355	671680	METIS-II	SIGNED	H2020-EU.2.1.1.3.	ICT-14-2014	2015-07-01	2017-07-01	7990416,25	7990415,50	H2020-ICT-2014-2	RIA	ERICSSON AB	SE	 23	7990415,50
197356	672605	RUNSAFER	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2014-1	2015-06-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2014	SME-1	NEW MILLENIUM SPORTS SL	ES	 1	50000,00
197357	672814	SWORD	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2014	2015-07-01	2017-07-01	1314250,00	919975,00	H2020-SMEINST-2-2014	SME-2	SWORD HEALTH LDA	PT	 1	919975,00
197358	672990	BIGWHEAT	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2014-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2014	SME-1	BIOGRANUM DOO ZA ISTRAZIVANJE RAZVOJ USLUGE I KONSALTING U AGRIO BIOGEHNOLOGIJI NOVI SAD	RS	 1	50000,00
197359	673077	BLACANDI	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2014-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2014	SME-1	GENOMIC EXPRESSION APS	DK	 1	50000,00
197360	673092	AIMS	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2014-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2014	SME-1	TUTORFAIR LIMITED	UK	 1	50000,00
197361	673275	DS Products study	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2014-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2014	SME-1	JMV URAKOINTI OY	FI	 1	50000,00
197362	673663	CLIPP PLUS	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2014	2015-07-01	2017-07-01	760987,50	532691,25	H2020-SMEINST-2-2014	SME-2	SKYMARK PACKAGING INTERNATIONAL LIMITED	UK	 1	532691,25
197363	674311	Cogem CPVTM	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2014	2015-06-01	2017-06-01	2997793,75	2098455,63	H2020-SMEINST-2-2014	SME-2	SOLERGY ITALIA SRL CON UNICO SOCIO	IT	 1	2098455,63
197364	674409	UVT	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2014-1	2015-05-01	2015-09-01	71429,00	50000,00	H2020-SMEINST-1-2014	SME-1	BLUEMORPH TECHNOLOGIES LTD	UK	 2	50000,00
197365	674413	ImpAl	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2014	2015-07-01	2017-07-01	1350583,75	945408,63	H2020-SMEINST-2-2014	SME-2	POWDER LIGHT METALS GMBH	DE	 1	945408,63
197366	674624	UPCYCLINGTHEOCEANS	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2014-1	2015-06-01	2015-12-01	71429,00	50000,00	H2020-SMEINST-1-2014	SME-1	ECOALF SL	ES	 1	50000,00
197367	674760	platinDx	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2014-1	2015-05-01	2015-09-01	71429,00	50000,00	H2020-SMEINST-1-2014	SME-1	ACCELERATED MEDICAL DIAGNOSTICS LTD	UK	 2	50000,00
197368	674983	MIMIC	SIGNED	H2020-EU.1.3.1.	MSCA-ITN-2015-EID	2016-01-01	2020-01-01	1057324,32	1057324,32	H2020-MSCA-ITN-2015	MSCA-ITN-EID	THE UNIVERSITY OF SHEFFIELD	UK	 3	1057324,32
197369	681107	WAVE-METAL	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	MARBO ITALIA SPA	IT	 1	50000,00
197370	681163	SET LU	SIGNED	H2020-EU.3.3.;H2020-EC	Energy75	2015-03-25	2015-11-25	367437,50	263000,00	H2020-Adhoc-2014-20	CSA	MY ENERGY GIE	LU	 1	263000,00
197371	682337	NICENAV	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-06-01	2015-10-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	CIVITANAVI SYSTEMS SRL	IT	 2	50000,00
197372	683066	ExtruLub	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-07-01	2015-12-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	DIANIA TECHNOLOGIES LIMITED	IE	 1	50000,00
197373	683359	SOFI-PP	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SOFI FILTRATION OY	FI	 1	50000,00
197374	683366	ParkBee	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	PARKBEE BV	NL	 2	50000,00
197375	683405	UltraEASY	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SONOVUM AG	DE	 1	50000,00
197376	683464	TEST-IC	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	NPLUST SEMICONDUCTOR APPLICATION CENTER SRL	IT	 1	50000,00
197377	683531	UP-TYRE	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	MERATEL OU	EE	 1	50000,00
197378	683655	V4RETAIL	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	VISPERA BILGI TEKNOLOJILERI SANAYI IC VE DIS TICAREST ANONIM SIRKETI	TR	 1	50000,00
197379	683660	IRSkin	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2016-07-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	CA-MI SRL	IT	 1	50000,00
197380	683677	Social Resp Shopping	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-10-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	CITYBILITY SRL	IT	 1	50000,00
197381	683685	DA RIGA 2015	SIGNED	H2020-EU.2.1.1.	ICT50	2015-04-01	2015-10-01	353955,00	141582,00	H2020-Adhoc-2014-20	CSA	VIDES AIZARDZIBAS UN REGIONALAS ATTISTIBAS MINISTRIJA	LV	 2	141582,00
197382	683695	RVT	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	MAZARO NV	BE	 1	50000,00
197383	683708	ADiRaS	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	RAMAN HEALTH TECHNOLOGIES SL	ES	 1	50000,00
197384	683725	UFPC Technology	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	VIVA DEVELOPMENTS SL	ES	 1	50000,00
197385	683730	CLEANPACK	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	TECSELOR SL	ES	 1	50000,00
197386	683820	VOICEGALILEO	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.6.	Space-SME-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	VOICE SYSTEMS SRL	IT	 1	50000,00
197387	683823	C-POC	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	DAS PHOTONICS SL	ES	 1	50000,00
197388	683830	GSTT	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.6.	Space-SME-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	GMSPAZIO S.R.L.	IT	 1	50000,00
197389	683863	NAV4I	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-9-2015-1	2015-09-01	2016-03-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	GIPSTECH SRL	IT	 1	50000,00
197390	683913	S3D	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	INDUSTRIAL TOMOGRAPHY SYSTEMS PLC	UK	 1	50000,00
197391	684013	ATOM	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	LUMEN RESEARCH LIMITED	UK	 1	50000,00
197392	684019	Soltile	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SOLTILES SAS	FR	 2	50000,00
197393	683931	BINPICKING 3D	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	INFAIMON S.L.	ES	 1	50000,00
197394	683962	PUFOOTCO2	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SYNTHELAST SA	ES	 1	50000,00
197395	683965	E6 Evolution	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	G-VOLUTION PLC	UK	 1	50000,00
197396	684021	Salesdat	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	LUNTARIUM SL	ES	 1	50000,00
197397	684079	SilkByPass	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SILK BIOMATERIALS SRL	IT	 1	50000,00
197398	684096	MultiDiag	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	NALIA SYSTEMS LIMITED	UK	 1	50000,00
197399	684100	ARENA	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ADVANCED SPORTS INSTALLATIONS EUROPE AS	EE	 1	50000,00
197400	684234	DABCAST	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-05-01	2015-09-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	BCAST SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA	PL	 1	50000,00
197401	684116	Mobile E-Admini	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-9-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	MANAGEMENT DATA SYSTEMS SP ZOO	PL	 1	50000,00
197402	684168	Excalibur 2.0	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-06-01	2015-09-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	EXC SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA	PL	 1	50000,00
197403	684366	LIBERATE	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ATTOMARKER LIMITED	UK	 1	50000,00
197404	684450	EASY	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-07-01	2015-12-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	JARDINERIA Y VIVEROS LA NORIA SL	ES	 1	50000,00
197405	684335	Safe Gestation	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	BIOMARKER DESIGN FORSCHUNGS GMBH	AT	 1	50000,00
197406	684333	PALADIN	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.6.	Space-SME-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ALMA SISTEMI SAS DI DI IORIO ALESSIO & C	IT	 3	50000,00
197407	684458	REVEN	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	TETRANE	FR	 1	50000,00
197408	684497	CleanTechBlock	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-07-01	2015-12-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	GRAASTEN TEGLVAERK A/S	DK	 1	50000,00
197409	684499	FAST-TRACKS	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	COMESVIL SPA	IT	 1	50000,00
197410	684528	PVFINAL	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	TEKNISOLAR LTD	UK	 1	50000,00
197411	684534	CREEV	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ADVANCED INNOVATIVE ENGINEERING (UK) LIMITED	UK	 1	50000,00
197412	684591	Opti-LPS	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2015-12-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	GLOBAL LIGHTNING PROTECTION SERVICES AS	DK	 1	50000,00
197413	684677	Kurata Systems	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	LEGORIZA S.R.L.	ES	 1	50000,00
197414	684755	AutArt	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	BIFARMA SZOFTVERFEJLESZTO ES TANACSADO KORLATOLT FELELOSSEGU TARSASAG	HU	 1	50000,00
197415	684767	VISUM	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-06-01	2015-10-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	IRIS ADVANCED ENGINEERING LIMITED	IE	 1	50000,00
197416	684792	ReHeat	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-06-01	2015-10-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	TEK FRIGO SRL	IT	 1	50000,00
197417	684803	NAVDEC	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-06-01	2015-09-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SUP4NAV SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA	PL	 1	50000,00
197418	684828	ScoliosisManager	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-06-01	2015-12-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ISICO SRL	IT	 1	50000,00
197419	684848	HEALTHSTOCK	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.2.	SFS-08-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	PENTABIOL SL	ES	 1	50000,00
197420	684856	smaRtAIL	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	PLASMA SYSTEM SPOLKA AKCYJNA	PL	 1	50000,00
197421	684882	Polarsol Phase One	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	POLARSOL OY	FI	 1	50000,00
197422	684915	INSWITCH	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	OPTISIGMA - ENERGIA & AMBIENTE LDA	PT	 1	50000,00
197423	685001	OCTOLY	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	VIDEOAGENCY SAS	FR	 1	50000,00
197424	685006	SMITH	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.3.	SIE-01-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	QUANTITAS ENERGY SL	ES	 2	50000,00
197425	685033	mixedplasticvalue	SIGNED	H2020-EU.3.5.;H2020-EU.2.3.1.	SC5-20-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	IMPACT LABORATORIES LIMITED	UK	 1	50000,00
197426	685066	A-STREAM	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-06-01	2015-09-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	APERILINK LIMITED	IE	 1	50000,00
197427	685100	We TAP IN	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.2.	NMP-25-2015-1	2015-07-01	2015-12-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	SUSTAINABLE BUSINESS ENGINEERS B.V.	NL	 1	50000,00
197428	685106	ANDROTEST	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	GLOBAL WAMALA SL	ES	 1	50000,00
197429	685114	NEUROSPECT	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	PRISMATIC SENSORS AB	SE	 1	50000,00
197430	685196	FASTPRK-2	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	WORLDSENSING S.L.N.E.	ES	 1	50000,00
197431	685215	BlindShell	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	MATAPO SRO	CZ	 1	50000,00
197432	685218	AnandaCor	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.1.	PHC-12-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	ANANDA PHARMA GMBH	DE	 1	50000,00
197433	685232	DISCO	SIGNED	H2020-EU.3.6.;H2020-EU.2.3.1.	INSO-10-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	VALUECHAIN.COM ENTERPRISES LTD	UK	 1	50000,00
197434	685245	EcoContainerCleaner	SIGNED	H2020-EU.2.3.1.;H2020-EU.3.4.	IT-1-2015-1	2015-07-01	2016-01-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	IBC ROBOTICS AB	SE	 1	50000,00
197435	685343	AppIOS	SIGNED	H2020-EU.2.3.1.;H2020-EU.2.1.1.	ICT-37-2015-1	2015-06-01	2015-11-01	71429,00	50000,00	H2020-SMEINST-1-2015	SME-1	STARCOUNTER AB	SE	 1	50000,00
197436	637780	BIOELECPRO	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-10-01	2020-10-01	1499329,00	1499329,00	ERC-2014-STG	ERC-STG	NATIONAL UNIVERSITY OF IRELAND, GALWAY	IE	 1	1499329,00
197437	639070	SUSTAINABLEOCEAN	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-10-01	2020-10-01	1051500,00	1051500,00	ERC-2014-STG	ERC-STG	UNIVERSITEIT UTRECHT	NL	 1	1051500,00
197438	640598	NEW_FUN	SIGNED	H2020-EU.1.1.	ERC-StG-2014	2015-09-01	2020-09-01	1429719,00	1429719,00	ERC-2014-STG	ERC-STG	NOVA ID FCT - ASSOCIACAO PARA A INOVACAO E DESENVOLVIMENTO DA FCT	PT	 1	1429719,00
197439	647413	See-1D-Qmatter	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2016-01-01	2021-01-01	2475000,00	2475000,00	ERC-2014-CoG	ERC-COG	WEIZMANN INSTITUTE OF SCIENCE	IL	 1	2475000,00
197440	647714	CARDYADS	SIGNED	H2020-EU.1.1.	ERC-CoG-2014	2015-07-01	2020-07-01	2000000,00	2000000,00	ERC-2014-CoG	ERC-COG	UNIVERSITETET I OSLO	NO	 1	2000000,00
197441	660245	GLONEXACO	SIGNED	H2020-EU.1.3.2.	MSCA-IF-2014-GF	2015-08-01	2018-08-01	257191,20	257191,20	H2020-MSCA-IF-2014	MSCA-IF-GF	INSTITUT BARCELONA D ESTUDIS INTERNACIONALS, FUNDACIO PRIVADA	ES	 1	257191,20
197442	664771	TRUST	SIGNED	H2020-EU.5.f.	GARRI-6-2014	2015-10-01	2018-10-01	2651258,75	2141173,25	H2020-GARRI-2014-1	CSA	UNIVERSITY OF CENTRAL LANCASHIRE	UK	 13	2141173,25
197443	664932	NUCLEUS	SIGNED	H2020-EU.5.;H2020-EU.5.c.	ISSI-5-2014	2015-09-01	2019-09-01	3993632,50	3993632,50	H2020-ISSI-2014-1	CSA	HOCHSCHULE RHEIN-WAAL-HSRW RHINE-WAAL UNIVERSITY OF APPLIED SCIENCES	DE	 24	3993632,50
197444	665671	CSC-IS	SIGNED	H2020-EU.1.1.	ERC-PoC-2014	2015-07-01	2017-01-01	150000,00	150000,00	ERC-2014-PoC	ERC-POC	FUNDACIO PRIVADA INSTITUT D'INVESTIGACIO ONCOLOGICA DE VALL-HEBRON	ES	 1	150000,00
197445	665759	EnRRICH	SIGNED	H2020-EU.5.a.;H2020-EU.5.	SEAC-2-2014	2015-07-01	2018-01-01	1499396,63	1499396,63	H2020-SEAC-2014-1	CSA	VRIJE UNIVERSITEIT BRUSSEL	BE	 13	1499396,63
