title;topicRcn;topicCode;legalBasisRcn;legalBasisCode
Forensics topic 3: Mobile, remotely controlled technologies to examine a crime scene in case of an accident or a terrorist attack involving CBRNE materials;665098;FCT-03-2015;664463;H2020-EU.3.7.
Forensics topic 4: Internet Forensics to combat organized crime;665099;FCT-04-2015;664463;H2020-EU.3.7.
Law enforcement capabilities topic 1: Develop novel monitoring systems and miniaturised sensors that improve Law Enforcement Agencies' evidence- gathering abilities;665100;FCT-05-2014;664463;H2020-EU.3.7.
Law Enforcement capabilities 2: Detection and analysis of terrorist-related content on the Internet;665101;FCT-06-2015;664463;H2020-EU.3.7.
Law enforcement capabilities topic 3: Pan European platform for serious gaming and training;665102;FCT-07-2014;664463;H2020-EU.3.7.
Law enforcement capabilities topic 4: Trans-national cooperation among public end-users in security research stakeholders;665103;FCT-08-2014;664463;H2020-EU.3.7.
Law Enfocement capabilities topic 5: Identity Management;665104;FCT-09-2015;664463;H2020-EU.3.7.
Urban security topic 1: Innovative solutions to counter security challenges connected with large urban environment;665105;FCT-10-2014;664463;H2020-EU.3.7.
Urban security topic 2: Countering the terrorist use of an explosive threat, across the timeline of a plot, including the detection of explosives in a flow;665106;FCT-11-2014;664463;H2020-EU.3.7.
Urban security topic 3: Minimum intrusion tools for de-escalation during mass gatherings improving citizens' protection;665107;FCT-12-2014;664463;H2020-EU.3.7.
Ethical/Societal Dimension Topic 1: Factors affecting (in-) security;665108;FCT-13-2014;664463;H2020-EU.3.7.
Ethical/Societal Dimension Topic 3: Better understanding the role of new social media networks and their use for public security purposes;665109;FCT-15-2015;664463;H2020-EU.3.7.
Ethical/Societal Dimension Topic 4 - Investigating the role of social, psychological and economic aspects of the processes that lead to organized crime (including cyber related offenses), and terrorist networks and their impact on social cohesion;665110;FCT-16-2015;664463;H2020-EU.3.7.
Fast track to Innovation Topic;665111;FCT-17-2015;;
Maritime Border Security topic 1: radar systems for the surveillance of coastal and pre-frontier areas and in support of search and rescue operations;665112;BES-01-2015;664463;H2020-EU.3.7.
Maritime Border Security topic 2: affordable and easily deployable technologies for EU coastal border surveillance with reduced impact on the environment;665113;BES-02-2015;664463;H2020-EU.3.7.
Maritime Border Security topic 3: Light optionally piloted vehicles (and sensors) for maritime surveillance;665114;BES-03-2015;664463;H2020-EU.3.7.
Maritime Border Security topic 4: Detection of low flying aircraft at near shore air space;665115;BES-04-2015;664463;H2020-EU.3.7.
Border crossing points topic 1: Novel mobility concepts for land border security;665116;BES-05-2015;664463;H2020-EU.3.7.
Border crossing points topic 2: Exploring new modalities in biometric-based border checks;665117;BES-06-2015;664463;H2020-EU.3.7.
Border crossing points topic 3: Optimization of border control processes and planning;665118;BES-07-2015;664463;H2020-EU.3.7.
Supply Chain Security topic 1: Development of an enhanced non-intrusive (stand-off) scanner;665119;BES-08-2015;664463;H2020-EU.3.7.
Supply Chain Security topic 2: Technologies for inspections of large volume freight;665120;BES-09-2014;664463;H2020-EU.3.7.
Information management topic 1: Civilian humanitarian mission personnel tracking;665121;BES-10-2015;664463;H2020-EU.3.7.
Information management topic 2: Information management, systems and infrastructure for civilian EU External Actions;665122;BES-11-2015;664463;H2020-EU.3.7.
Conflict prevention and peace building topic 1: Enhancing the civilian conflict prevention and peace building capabilities of the EU;665123;BES-12-2014;664463;H2020-EU.3.7.
Conflict prevention and peace building topic 2: Training curricula for Conflict Prevention and Peace Building personnel;665124;BES-13-2015;664463;H2020-EU.3.7.
Ethical Societal Dimension topic 1: Human factors in border control;665125;BES-14-2014;664463;H2020-EU.3.7.
Privacy;665126;DS-01-2014;664463;H2020-EU.3.7.
Access Control;665127;DS-02-2014;664463;H2020-EU.3.7.
The role of ICT in Critical Infrastructure Protection;665128;DS-03-2015;664463;H2020-EU.3.7.
Information driven Cyber Security Management;665129;DS-04-2015;664463;H2020-EU.3.7.
Trust eServices;665130;DS-05-2015;664463;H2020-EU.3.7.
Risk management and assurance models;665131;DS-06-2014;664463;H2020-EU.3.7.
Next generation transport infrastructure: resource efficient, smarter and safer;665132;MG-8.2b-2014;664357;H2020-EU.3.4.
Innovative ways to make science education and scientific careers attractive to young people;665133;SEAC-1-2014;664497;H2020-EU.5.a.
Innovative ways to make science education and scientific careers attractive to young people;665134;SEAC-1-2015;664497;H2020-EU.5.a.
Responsible Research and Innovation in Higher Education Curricula;665135;SEAC-2-2014;664497;H2020-EU.5.a.
Trans-national operation of the EURAXESS Service network;665136;SEAC-3-2014;664497;H2020-EU.5.a.
EURAXESS outreach to Industry;665137;SEAC-4-2015;664497;H2020-EU.5.a.
Innovative approach to communication encouraging girls to study science;665138;GERI-1-2014;664495;H2020-EU.5.
"Impact of gender diversity on Research &amp; Innovation";665139;GERI-2-2014;664495;H2020-EU.5.
Evaluation of initiatives to promote gender equality in research policy and research organisations;665140;GERI-3-2015;664495;H2020-EU.5.
Support to research organisations to implement gender equality plans;665141;GERI-4-2014;664495;H2020-EU.5.
Support to research organisations to implement gender equality plans;665142;GERI-4-2015;664495;H2020-EU.5.
Pan-European public outreach: exhibitions and science caf�s engaging citizens in science;665143;ISSI-1-2014;664495;H2020-EU.5.
Pan-European public outreach: exhibitions and science caf�s engaging citizens in science;665144;ISSI-1-2015;664495;H2020-EU.5.
Citizens and multi-actor engagement for scenario building;665145;ISSI-2-2014;664495;H2020-EU.5.
Knowledge Sharing Platform;665146;ISSI-3-2015;664495;H2020-EU.5.
On-line mechanisms for knowledge-based policy advice;665147;ISSI-4-2015;664495;H2020-EU.5.
Supporting structural change in research organisations to promote Responsible Research and Innovation;665148;ISSI-5-2014;664495;H2020-EU.5.
Supporting structural change in research organisations to promote Responsible Research and Innovation;665149;ISSI-5-2015;664495;H2020-EU.5.
Fostering RRI uptake in current research and innovations systems;665150;GARRI-1-2014;664505;H2020-EU.5.f.
Responsible Research and Innovation in industrial context;665151;GARRI-2-2015;664505;H2020-EU.5.f.
Scientific Information in the Digital Age: Text and Data Mining (TDM);665152;GARRI-3-2014;664505;H2020-EU.5.f.
Innovative approach to release and disseminate research results and measure their impact;665153;GARRI-4-2015;664505;H2020-EU.5.f.
Ethics in Research: Promoting Integrity;665154;GARRI-5-2014;664505;H2020-EU.5.f.
Reducing the risk of exporting non ethical practices to third countries;665155;GARRI-6-2014;664505;H2020-EU.5.f.
Science with and for Society National Contact Points (NCPs) in H2020;665156;GARRI-7-2014;664505;H2020-EU.5.f.
National Contact Points for quality standards and horizontal issues;665157;GARRI-8-2014;664505;H2020-EU.5.f.
Societal and political engagement of young people and their perspectives on Europe;665158;YOUNG-5b-2014;664435;H2020-EU.3.6.
FET-Open research projects;665159;FETOPEN-1-2014;664103;H2020-EU.1.2.1.
Coordination and Support Activities;665160;FETOPEN-2-2014;664103;H2020-EU.1.2.1.
Coordination and Support Activities;665161;FETOPEN-3-2015;664103;H2020-EU.1.2.1.
Global Systems Science (GSS);665162;FETPROACT-1-2014;664105;H2020-EU.1.2.2.
Knowing, doing, being: cognition beyond problem solving;665163;FETPROACT-2-2014;664105;H2020-EU.1.2.2.
HPC Core Technologies, Programming Environments and Algorithms for Extreme Parallelism and Extreme Data Applications;665164;FETHPC-1-2014;664105;H2020-EU.1.2.2.
HPC Ecosystem Development;665165;FETHPC-2-2014;664105;H2020-EU.1.2.2.
Targeted Opening with Russia;665166;FETHPC-3-2014;;
2014: Framework Partnership Agreement;665167;FETFLAG-1-2014;664107;H2020-EU.1.2.3.
2014: Policy environment for FET Flagships;665168;FETFLAG-2-2014;664107;H2020-EU.1.2.3.
Quantum simulation;665169;FETPROACT-3-2014;664105;H2020-EU.1.2.2.
Understanding health, ageing and disease: determinants, risk factors and pathways;665170;PHC-01-2014;664239;H2020-EU.3.1.1.
Understanding disease: systems medicine;665171;PHC-02-2015;664237;H2020-EU.3.1.
Understanding common mechanisms of diseases and their relevance in co-morbidities;665172;PHC-03-2015;664237;H2020-EU.3.1.
Health promotion and disease prevention: improved inter-sector co-operation for environment and health based interventions;665173;PHC-04-2015;664237;H2020-EU.3.1.
Health promotion and disease prevention: translating 'omics' into stratified approaches;665174;PHC-05-2014;664247;H2020-EU.3.1.2.
Evaluating existing screening and prevention programmes;665175;PHC-06-2014;664247;H2020-EU.3.1.2.
Improving the control of infectious epidemics and foodborne outbreaks through rapid identification of pathogens;665176;PHC-07-2014;664237;H2020-EU.3.1.
Vaccine development for poverty-related and neglected infectious diseases: tuberculosis;665177;PHC-08-2014;664237;H2020-EU.3.1.
PHC 9 � 2015: Vaccine development for poverty-related and neglected infectious diseases: HIV/AIDS;665178;PHC-09-2015;664237;H2020-EU.3.1.
Development of new diagnostic tools and technologies: in vitro devices, assays and platforms;665179;PHC-10-2014;664237;H2020-EU.3.1.
Development of new diagnostic tools and technologies: in vivo medical imaging technologies;665180;PHC-11-2015;664237;H2020-EU.3.1.
Clinical research for the validation of biomarkers and/or diagnostic medical devices;665181;PHC-12-2014;664225;H2020-EU.2.3.1.
Clinical research for the validation of biomarkers and/or diagnostic medical devices;665182;PHC-12-2015;664225;H2020-EU.2.3.1.
New therapies for chronic non-communicable diseases;665183;PHC-13-2014;664237;H2020-EU.3.1.
New therapies for rare diseases;665184;PHC-14-2015;664237;H2020-EU.3.1.
Clinical research on regenerative medicine;665185;PHC-15-2014;664237;H2020-EU.3.1.
Clinical research on regenerative medicine;665186;PHC-15-2015;664237;H2020-EU.3.1.
Tools and technologies for advanced therapies;665187;PHC-16-2015;664237;H2020-EU.3.1.
Comparing the effectiveness of existing healthcare interventions in the elderly;665188;PHC-17-2014;664237;H2020-EU.3.1.
Establishing effectiveness of health care interventions in the paediatric population;665189;PHC-18-2015;664237;H2020-EU.3.1.
Advancing active and healthy ageing with ICT: service robotics within assisted living environments;665190;PHC-19-2014;664237;H2020-EU.3.1.
Advancing active and healthy ageing with ICT: �ICT solutions for independent living with cognitive impairment;665191;PHC-20-2014;664237;H2020-EU.3.1.
Advancing active and healthy ageing with ICT: Early risk detection and intervention;665192;PHC-21-2015;664237;H2020-EU.3.1.
Promoting mental wellbeing in the ageing population;665193;PHC-22-2015;664237;H2020-EU.3.1.
Developing and comparing new models for safe and efficient, prevention oriented health and care systems;665194;PHC-23-2014;664237;H2020-EU.3.1.
Piloting personalised medicine in health and care systems;665195;PHC-24-2015;664237;H2020-EU.3.1.
Advanced ICT systems and services for integrated care;665196;PHC-25-2015;664237;H2020-EU.3.1.
Self management of health and disease: citizen engagement and mHealth;665197;PHC-26-2014;664237;H2020-EU.3.1.
Self-management of health and disease and patient empowerment supported by ICT;665198;PHC-27-2015;664237;H2020-EU.3.1.
Self management of health and disease and decision support systems based on predictive computer modelling used by the patient him or herself;665199;PHC-28-2015;664237;H2020-EU.3.1.
Public procurement of innovative eHealth services;665200;PHC-29-2015;664237;H2020-EU.3.1.
Digital representation of health data to improve disease diagnosis and treatment;665201;PHC-30-2015;664237;H2020-EU.3.1.
Foresight for health policy development and regulation;665202;PHC-31-2014;664237;H2020-EU.3.1.
Advancing bioinformatics to meet biomedical and clinical needs;665203;PHC-32-2014;664237;H2020-EU.3.1.
New approaches to improve predictive human safety testing;665204;PHC-33-2015;664237;H2020-EU.3.1.
eHealth interoperability;665205;PHC-34-2014;664237;H2020-EU.3.1.
Support for the European Innovation Partnership on Active and Healthy Ageing;665206;HCO-01-2014;664237;H2020-EU.3.1.
Joint programming: Co-ordination action for the joint programming initiative (JPI) 'more years better lives the challenges and opportunities of demographic change';665207;HCO-02-2014;664237;H2020-EU.3.1.
Support for European Reference Networks: efficient network modelling and validation;665208;HCO-03-2015;;
Support for international infectious disease preparedness research;665209;HCO-04-2014;664237;H2020-EU.3.1.
Global Alliance for Chronic Diseases: prevention and treatment of type 2 diabetes;665210;HCO-05-2014;664237;H2020-EU.3.1.
Global Alliance for Chronic Diseases. Prevention and treatment of lung diseases;665211;HCO-06-2015;664237;H2020-EU.3.1.
ERA-NET: Establishing synergies between the Joint Programming on Neurodegenerative Diseases Research and Horizon 2020;665212;HCO-07-2014;664237;H2020-EU.3.1.
ERA-NET: Aligning national/regional translational cancer research programmes and activities;665213;HCO-08-2014;664237;H2020-EU.3.1.
ERA-NET: Systems medicine to address clinical needs;665214;HCO-09-2014;664237;H2020-EU.3.1.
ERA NET rare disease research implementing IRDiRC objectives;665215;HCO-10-2014;664237;H2020-EU.3.1.
ERA NET Collaboration and alignment of national programmes and activities in the area of brain-related diseases and disorders of the nervous system;665216;HCO-11-2015;664237;H2020-EU.3.1.
ERA NET: Antimicrobial resistance;665217;HCO-12-2015;664237;H2020-EU.3.1.
ERA-NET: �Cardiovascular disease;665218;HCO-13-2015;664237;H2020-EU.3.1.
Bridging the divide in European health research and innovation;665219;HCO-14-2014;664237;H2020-EU.3.1.
Mobilisation and mutual learning action plan;665220;HCO-15-2014;664237;H2020-EU.3.1.
National contact points;665221;HCO-16-2014;664237;H2020-EU.3.1.
Cluster faciltated projects for new value chains;665222;INNOSUP-1-2015;664227;H2020-EU.2.3.2.
IPR helpdesk;665223;INNOSUP-2-2014;664227;H2020-EU.2.3.2.
IPorta 2;665224;INNOSUP-3-2014;664223;H2020-EU.2.3.
European label for innovation voucher programmes;665225;INNOSUP-4-2014;664231;H2020-EU.2.3.2.2.
peer learning of innovation agencies;665226;INNOSUP-5-2014;664227;H2020-EU.2.3.2.
Capitalising the full potential of online collaboration for SME innovation;665227;INNOSUP-6-2015;664227;H2020-EU.2.3.2.
Professionalization of open innovation management in SMEs;665228;INNOSUP-7-2015;664231;H2020-EU.2.3.2.2.
Measuring open innovation inputs and outputs in SMEs;665229;INNOSUP-8-2015;;
Community building and competence development for SME Instrument coaching;665230;INNOSUP-9-2014;664231;H2020-EU.2.3.2.2.
Presidency events;665231;NMP-38-2015;664145;H2020-EU.2.1.
Cooperative ITS for safe, congestion-free and sustainable mobility;665232;MG-3.5b-2014;664357;H2020-EU.3.4.
Networking and sharing of best practises in management of new advanced materials through the eco-design of products, �eco-innovation, and product life cycle management;665233;NMP-34-2014;664173;H2020-EU.2.1.3.
Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs;665234;NMP-25-2015;664225;H2020-EU.2.3.1.
test;665235;Test;;
Development of water supply and sanitation technology, systems and tools, and/or methodologies;665236;WATER-5c-2015;664417;H2020-EU.3.5.4.
Synthetic biology � construction of organisms for new products and processes;665237;BIOTEC-1-2014;664189;H2020-EU.2.1.4.
New bioinformatics approaches in service of biotechnology;665238;BIOTEC-2-2015;664189;H2020-EU.2.1.4.
Widening industrial application of enzymatic processes;665239;BIOTEC-3-2014;664189;H2020-EU.2.1.4.
Downstream processes unlocking biotechnological transformations;665240;BIOTEC-4-2014;664189;H2020-EU.2.1.4.
SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;665241;BIOTEC-5a-2014;664225;H2020-EU.2.3.1.
SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;665242;BIOTEC-5b-2015;664225;H2020-EU.2.3.1.
Metagenomics as innovation driver;665243;BIOTEC-6-2015;664189;H2020-EU.2.1.4.
Safe and connected automation in road transport;665244;MG-3.6b-2015;664357;H2020-EU.3.4.
Demonstrating and testing innovative solutions for cleaner and better urban transport and mobility;665245;MG-5.5b-2015;664357;H2020-EU.3.4.
Smart governance, network resilience and streamlined delivery of infrastructure innovation;665246;MG-8.4b-2015;664357;H2020-EU.3.4.
Biotec;665247;Biotec;664189;H2020-EU.2.1.4.
Environment;665248;Environment;664389;H2020-EU.3.5.
Energy;665249;Energy;664321;H2020-EU.3.3.
European Research Council;665250;ERC;664099;H2020-EU.1.1.
EURATOM;665251;EURATOM;664515;H2020-Euratom
Europe;665252;Europe;664435;H2020-EU.3.6.
Future and Emerging Technologies;665253;FET;664101;H2020-EU.1.2.
Food;665254;Food;664281;H2020-EU.3.2.
Open Disruptive Innovation Scheme (implemented through the SME instrument);665255;ICT-37-2014-1;664225;H2020-EU.2.3.1.
Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs;665256;NMP-25-2014-1;664225;H2020-EU.2.3.1.
Clinical research for the validation of biomarkers and/or diagnostic medical devices;665257;PHC-12-2014-1;664225;H2020-EU.2.3.1.
Resource-efficient eco-innovative food production and processing;665258;SFS-08-2014-1;664225;H2020-EU.2.3.1.
Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;665259;BG-12-2014-1;664225;H2020-EU.2.3.1.
Stimulating the innovation potential of SMEs for a low carbon energy system;665260;SIE-01-2014-1;664225;H2020-EU.2.3.1.
Small business innovation research for Transport;665261;IT-1-2014-1;664225;H2020-EU.2.3.1.
Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials;665262;SC5-20-2014-1;664389;H2020-EU.3.5.
Critical infrastructure protection topic 7: SME instrument topic: �Protection of Urban soft targets and urban critical infrastructures�;665263;DRS-17-2014-1;664225;H2020-EU.2.3.1.
SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;665264;BIOTEC-5a-2014-1;664225;H2020-EU.2.3.1.
Stimulating the innovation potential of SMEs for a low carbon energy system;665265;SIE-01-2015-1;664225;H2020-EU.2.3.1.
Small business innovation research for Transport;665266;IT-1-2015-1;664225;H2020-EU.2.3.1.
Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials;665267;SC5-20-2015-1;664389;H2020-EU.3.5.
Innovative mobile e-government applications by SMEs;665268;INSO-9-2015-1;664435;H2020-EU.3.6.
SME business model innovation;665269;INSO-10-2015-1;664435;H2020-EU.3.6.
Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures;665270;DRS-17-2015-1;664225;H2020-EU.2.3.1.
Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs;665271;NMP-25-2015-1;664225;H2020-EU.2.3.1.
SME boosting biotechnology-based industrial processes driving competitiveness and sustainability;665272;BIOTEC-5b-2015-1;664225;H2020-EU.2.3.1.
Open Disruptive Innovation Scheme (implemented through the SME instrument);665273;ICT-37-2015-1;664225;H2020-EU.2.3.1.
Clinical research for the validation of biomarkers and/or diagnostic medical devices;665274;PHC-12-2015-1;664225;H2020-EU.2.3.1.
Resource-efficient eco-innovative food production and processing;665275;SFS-08-2015-1;664225;H2020-EU.2.3.1.
Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth;665276;BG-12-2015-1;664225;H2020-EU.2.3.1.
Health;665277;Health;664237;H2020-EU.3.1.
Coordination action in support of the implementation by participating States of a Joint Programming Initiative on �A Healthy Diet for a Healthy Life�;665278;ISIB-13-2015;664281;H2020-EU.3.2.
Information and Communication Technologies;665279;ICT;664147;H2020-EU.2.1.1.
Supporting the community in deploying a common framework for measuring the energy and environmental efficiency of the ICT-sector;665280;LCE-23-2015;664321;H2020-EU.3.3.
INFRA;665281;INFRA;664121;H2020-EU.1.4.
INNOSUP;665282;INNOSUP;664223;H2020-EU.2.3.
MSCA;665283;MSCA;664087;H2020-EC
Nanotechnologies, Advanced Materials, Biotechnology and Advanced Manufacturing and Processing;665284;NMP;664145;H2020-EU.2.1.
RISK FINANCE;665285;RISK FINANCE;664217;H2020-EU.2.2.
SCIENCE WAF SOCIETY;665286;SCIENCE WAF SOCIETY;664495;H2020-EU.5.
SECURITY;665287;SECURITY;664463;H2020-EU.3.7.
SPACE;665288;SPACE;664207;H2020-EU.2.1.6.
SPREADING;665289;SPREADING;664481;H2020-EU.4.
TRANSPORT;665290;TRANSPORT;664357;H2020-EU.3.4.
Prize Innovation SOFT;665291;Prize-1-2014;664531;H2020-Euratom-1.7.
Research Fund for Coal and Steel;665292;RFCS;664087;H2020-EC
Innovation for healthy living and active ageing;665293;EIT-Health;664513;H2020-EU.7.
Raw materials � sustainable exploration, extraction, processing, recycling and substitution;665294;EIT-Raw-Material;664513;H2020-EU.7.
ERC Advanced Grant;665295;ERC-ADG-2014;664099;H2020-EU.1.1.
Marie Sk?odowska-Curie Co-funding of regional, national and international programmes (COFUND-FP);665296;MSCA-COFUND-2014-FP;664117;H2020-EU.1.3.4.
Marie Sk?odowska-Curie Co-funding of regional, national and international programmes (COFUND-FP);665297;MSCA-COFUND-2015-FP;664117;H2020-EU.1.3.4.
Sustainable Industry Low Carbon II;665298;SILC-II-2014;664203;H2020-EU.2.1.5.3.
Energy 75 per cent reimbursement;665299;Energy75;664321;H2020-EU.3.3.
Efficient pre-treatment of lignocellulosic feedstock to advanced bio-based chemicals and biomaterials;665300;BBI.VC1.R1;665315;H2020-EU.3.2.6.
New sustainable pulping technologies;665301;BBI.VC2.R2;665315;H2020-EU.3.2.6.
New products from sustainable cellulose pulp exploitation;665302;BBI.VC2.R3;665315;H2020-EU.3.2.6.
Fibres and polymers from lignin;665303;BBI.VC2.R4;665315;H2020-EU.3.2.6.
Sugars from effluents of the pulping process and discharged fibres;665304;BBI.VC2.R5;665315;H2020-EU.3.2.6.
Fermentation processes to obtain biosurfactants and specialty carbohydrates from agricultural and agro-industrial streams;665305;BBI.VC3.R6;665315;H2020-EU.3.2.6.
Protein products from plant residues;665306;BBI.VC3.R7;665315;H2020-EU.3.2.6.
Bioactive compounds from meso-organism's bioconversion;665307;BBI.VC3.R8;665315;H2020-EU.3.2.6.
Valuable products from heterogeneous biowaste streams;665308;BBI.VC4.R9;665315;H2020-EU.3.2.6.
Nutrient recovery from biobased waste streams and residues;665309;BBI.VC4.R10;665315;H2020-EU.3.2.6.
Lignocellulosic residues to (di)carboxylic acids, diols and polyols;665310;BBI.VC1.D1;665315;H2020-EU.3.2.6.
Chemical building blocks and value-added materials through integrated processing of wood;665311;BBI.VC1.D2;665315;H2020-EU.3.2.6.
Advanced products from lignin and cellulose streams of the pulp and paper industry;665312;BBI.VC2.D3;665315;H2020-EU.3.2.6.
Functional additives from residues from the agro-food industry;665313;BBI.VC3.D4;665315;H2020-EU.3.2.6.
Cost efficient manure valorisation on large scale;665314;BBI.VC4.D5;665315;H2020-EU.3.2.6.
Translational approaches to disease modifying therapy of Type 1 Diabetes Mellitus (T1DM);665323;IMI2-2014-01-01;665357;H2020-EU.3.1.7.4.
Discovery and validation of novel endpoints in dry age-related macular degeneration and diabetic retinopathy;665324;IMI2-2014-01-02;665359;H2020-EU.3.1.7.5.
ECSEL Key Applications and Essential Technologies (RIA);665377;ECSEL-01-2014;665325;H2020-EU.2.1.1.7.
ECSEL Key Applications and Essential Technologies (IA);665378;ECSEL-02-2014;665325;H2020-EU.2.1.1.7.
Standardization of components for cost-efficient fuel cell systems for transportation applications;665379;FCH-01.1-2014;665343;H2020-EU.3.4.6.1.
Cell and stack components, stack and system manufacturing technologies and quality assurance;665380;FCH-01.2-2014;665343;H2020-EU.3.4.6.1.
Development of advanced fuel cell systems and system components;665381;FCH-01.3-2014;665343;H2020-EU.3.4.6.1.
Hydrogen storage standardisation and components optimization for mass production;665382;FCH-01.4-2014;665343;H2020-EU.3.4.6.1.
Development of cost effective and reliable hydrogen refuelling station components and systems for fuel cell vehicles;665383;FCH-01.5-2014;665343;H2020-EU.3.4.6.1.
Engineering studies for large scale bus refuelling;665384;FCH-01.6-2014;665343;H2020-EU.3.4.6.1.
Large scale demonstration of refuelling infrastructure for road vehicles;665385;FCH-01.7-2014;665343;H2020-EU.3.4.6.1.
Research in electrolysis for cost effective hydrogen production;665386;FCH-02.1-2014;665337;H2020-EU.3.3.8.2.
Decentralized hydrogen production from clean CO2-containing biogas;665387;FCH-02.2-2014;665337;H2020-EU.3.3.8.2.
Stationary fuel cell system diagnostics: development of online monitoring and diagnostics systems for reliable and durable fuel cell system operation;665388;FCH-02.3-2014;665335;H2020-EU.3.3.8.1.
Robust manufacturing of stationary fuel cells with reduced quality control costs;665389;FCH-02.4-2014;665335;H2020-EU.3.3.8.1.
Innovative fuel cell systems at intermediate power range for distributed combined heat and power generation;665390;FCH-02.5-2014;665335;H2020-EU.3.3.8.1.
Development of centrifugal hydrogen compressor technology;665391;FCH-02.6-2014;665339;H2020-EU.3.3.8.3.
Stand-alone hydrogen purification systems for new hydrogen pathways;665392;FCH-02.7-2014;665339;H2020-EU.3.3.8.3.
Improvement of electrolyser design for grid integration;665393;FCH-02.8-2014;665339;H2020-EU.3.3.8.3.
Significant improvement of installation and service for fuel cell systems by Design-to-Service;665394;FCH-02.9-2014;665335;H2020-EU.3.3.8.1.
Demonstrating the feasibility of central large scale electrolysers in providing grid services and hydrogen distribution and supply to multiple high value markets;665395;FCH-02.10-2014;665339;H2020-EU.3.3.8.3.
Large scale fuel cell power plant demonstration in industrial/commercial market segments;665396;FCH-02.11-2014;665335;H2020-EU.3.3.8.1.
Hydrogen territories;665397;FCH-03.1-2014;665339;H2020-EU.3.3.8.3.
Educational initiatives;665398;FCH-04.1-2014;665339;H2020-EU.3.3.8.3.
Develop strategies to raise public awareness of fuel cell and hydrogen technologies;665399;FCH-04.2-2014;665339;H2020-EU.3.3.8.3.
Pre-normative research on vented deflagrations in containers and enclosures for hydrogen energy applications;665400;FCH-04.3-2014;665339;H2020-EU.3.3.8.3.
Supporting the licensing of Western nuclear fuel for reactors of VVER design operating in the EU;665401;NFRP-16-2015;664519;H2020-Euratom-1.1.
New Innovative Aircraft Configurations and Related Issues;665422;JTI-CS2-CPW-AIR-01-01;665410;H2020-EU.3.4.5.4.
Optimised Ice Protection Systems Integration in Innovative Control Surfaces;665423;JTI-CS2-CPW-AIR-01-02;665410;H2020-EU.3.4.5.4.
New Wing and Aircraft Systems Design and Integration for Turboprop Regional Aircraft;665424;JTI-CS2-CPW-AIR-02-01;665410;H2020-EU.3.4.5.4.
Out of Autoclave Composite Manufacturing, Wing and Tail Unit Components and Multifunctional Design;665425;JTI-CS2-CPW-AIR-02-02;665410;H2020-EU.3.4.5.4.
Advanced Technologies for More Affordable Composite Fuselage;665426;JTI-CS2-CPW-AIR-02-03;665410;H2020-EU.3.4.5.4.
Design and Manufacturing of an Advanced Wing Structure for Rotorcraft Additional Lift;665427;JTI-CS2-CPW-AIR-02-04;665410;H2020-EU.3.4.5.4.
Low Pressure Turbine Rear Frame (LP TRF) and Low Pressure Spool Shaft (LPS) for Ultra High Propulsive Efficiency (UHPE) Demonstrator for Short / Medium Range Aircraft (WP2);665428;JTI-CS2-CPW-ENG-01-01;665412;H2020-EU.3.4.5.5.
Power GearBox (PGB) for Ultra High Propulsive Efficiency (UHPE) Demonstrator for Short/Medium Range Aircraft;665429;JTI-CS2-CPW-ENG-01-02;665412;H2020-EU.3.4.5.5.
Business Aviation / Short Regional TP demonstrator Front Power Plant Module;665430;JTI-CS2-CPW-ENG-01-03;665412;H2020-EU.3.4.5.5.
Aerodynamic Design and Testing of Advanced Geared Fan Engine Modules;665431;JTI-CS2-CPW-ENG-02-01;665412;H2020-EU.3.4.5.5.
LPC, ICD and TEC Development for the Next Generation Geared Fan Engines;665432;JTI-CS2-CPW-ENG-02-02;665412;H2020-EU.3.4.5.5.
VHBR Engine - IP Turbine Technology;665433;JTI-CS2-CPW-ENG-03-01;665412;H2020-EU.3.4.5.5.
VHBR Engine Structural Technology;665434;JTI-CS2-CPW-ENG-03-02;665412;H2020-EU.3.4.5.5.
More Advanced and Efficient Small Turbine Engines for the SAT Market;665435;JTI-CS2-CPW-ENG-04-01;665412;H2020-EU.3.4.5.5.
"LifeRCraft Airframe - Central and Front Fuselage Sections - Design, Optimization, Manufacturing, V&amp;V including Airworthiness Substantiation";665436;JTI-CS2-CPW-FRC-02-01;665408;H2020-EU.3.4.5.3.
"LifeRCraft Drive System - Main Gear Box input modules and equipped Propeller Gear Boxes - Design, Optimization, Manufacturing, V&amp;V including Airworthiness Substantiation";665437;JTI-CS2-CPW-FRC-02-02;665408;H2020-EU.3.4.5.3.
